STATE,COUNTY,FIPS,YEAR,TP-TotPop,PS-GWPop,PS-SWPop,PS-TOPop,PS-WGWTo,PS-WSWTo,PS-Wtotl,DO-SSPop,DO-SSPCp,DO-PSDel,DO-PSPCp,DO-WFrTo,DO-WDelv ,IN-WGWTo,IN-WSWTo,IN-Wtotl,IR-WFrTo,IR-RecWW,IR-CUsFr,IR-IrTot,IC-WFrTo,IC-RecWW,IC-CUsFr,IC-IrTot,IG-WFrTo,IG-RecWW,IG-CUsFr,IG-IrTot,LI-WFrTo,AQ-WGWTo,AQ-WSWTo,AQ-Wtotl,MI-WGWTo,MI-WSWTo,MI-Wtotl,PT-WGWTo,PT-WSWTo,PT-Wtotl,PT-RecWW,PT-PSDel,PT-CUTot,PT-Power,PO-WGWTo,PO-WSWTo,PO-Wtotl,PO-RecWW,PO-PSDel,PO-CUTot,PO-Power,PC-WGWTo,PC-WSWTo,PC-Wtotl,PC-RecWW,PC-PSDel,PC-CUTot,PC-Power,TO-WGWTo,TO-WSWTo,TO-Wtotl,TO-CUTotPartial
SC,Allendale County,45005,2015,9.433,7.025,0.000,7.025,1.19,0.0,1.19,2.408,100.0,0.7,100.0,0.24,0.94,1.9,0.0,1.9,7.1,0.00,7.1,6.62,7.1,0.00,7.10,6.58,0.0,0.00,0.00,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.46,0.00,0.00,0.32,35.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.46,0.0,0.46,0.00,0.00,0.32,35.0,8.64,2.29,10.93,7.42
SC,Anderson County,45007,2015,194.692,0.400,152.630,153.03,0.05,18.95,19.0,41.662,100.0,15.3,100.0,4.17,19.47,0.0,2.17,2.17,0.04,0.00,0.04,1.39,0.04,0.00,0.04,0.61,0.0,0.00,0.00,0.78,0.48,0.0,0.0,0.0,0.06,0.02,0.08,0.0,33.47,33.47,0.00,0.00,1.79,3798.0,0.0,31.35,31.35,0.00,0.00,0.31,88.0,0.0,2.12,2.12,0.00,0.00,1.48,3710.0,4.28,55.13,59.41,1.83
SC,Bamberg County,45009,2015,14.88,8.582,0.000,8.582,0.92,0.0,0.92,6.298,100.0,0.86,100.0,0.63,1.49,0.0,0.0,0.0,4.49,0.00,4.49,7.68,4.49,0.00,4.49,7.46,0.0,0.00,0.00,0.22,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,4.62,1.56,6.18,4.49
SC,Barnwell County,45011,2015,21.725,13.124,0.000,13.124,1.54,0.0,1.54,8.601,100.0,1.31,100.0,0.86,2.17,0.46,0.0,0.46,3.26,0.00,3.26,4.78,3.26,0.00,3.26,4.37,0.0,0.00,0.00,0.41,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,6.03,0.24,6.27,3.26
SC,Beaufort County,45013,2015,179.589,43.002,128.200,171.202,12.76,0.0,12.76,8.387,100.0,17.12,100.0,0.84,17.96,0.09,0.0,0.09,4.57,0.00,4.57,8.54,1.55,0.00,1.55,3.2,3.02,0.00,3.02,5.34,0.01,0.09,0.61,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,17.33,1.64,18.97,4.57
SC,Berkeley County,45015,2015,202.786,2.071,102.603,104.674,0.24,70.1,70.34,98.112,100.0,10.47,100.0,9.81,20.28,2.99,8.71,11.7,0.05,0.00,0.05,0.49,0.0,0.00,0.00,0.0,0.05,0.00,0.05,0.49,0.03,0.0,0.0,0.0,0.14,0.05,0.19,0.02,421.83,421.85,0.00,0.00,19.81,12650.0,0.0,399.26,399.26,0.00,0.00,4.0,3728.0,0.02,22.57,22.59,0.00,0.00,15.81,8922.0,13.28,500.69,513.97,19.86
SC,Calhoun County,45017,2015,14.781,5.698,0.000,5.698,1.11,0.0,1.11,9.083,100.0,0.57,100.0,0.91,1.48,0.0,55.18,55.18,11.15,0.00,11.15,15.29,11.12,0.00,11.12,15.01,0.03,0.00,0.03,0.28,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.57,0.00,0.00,0.4,750.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.57,0.57,0.00,0.00,0.4,750.0,13.15,55.92,69.07,11.55
SC,Charleston County,45019,2015,389.262,38.900,288.110,327.01,4.52,0.0,4.52,62.252,100.0,32.7,100.0,6.23,38.93,0.15,3.53,3.68,1.06,0.00,1.06,1.86,0.01,0.00,0.01,0.0,1.05,0.00,1.05,1.86,0.04,0.13,0.0,0.13,0.0,0.0,0.0,0.0,3.53,3.53,0.00,0.00,2.47,536.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,3.53,3.53,0.00,0.00,2.47,536.0,12.12,7.07,19.19,3.53
SC,Cherokee County,45021,2015,56.194,0.600,47.844,48.444,0.0,8.98,8.98,7.75,101.0,4.84,100.0,0.78,5.62,0.0,2.27,2.27,0.0,0.00,0.0,0.2,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.2,0.13,0.0,0.0,0.0,0.07,0.03,0.1,0.0,0.45,0.45,0.00,0.00,0.32,511.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.45,0.45,0.00,0.00,0.32,511.0,0.85,11.86,12.71,0.32
SC,Chester County,45023,2015,32.267,0.000,14.231,14.231,0.0,3.18,3.18,18.036,100.0,1.42,100.0,1.8,3.22,0.01,0.19,0.2,0.08,0.00,0.08,0.2,0.0,0.00,0.00,0.0,0.08,0.00,0.08,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,1.89,3.55,5.44,0.08
SC,Chesterfield County,45025,2015,46.017,8.405,28.445,36.85,3.27,2.56,5.83,9.167,100.0,3.69,100.0,0.92,4.61,0.0,0.04,0.04,1.6,0.00,1.6,1.51,1.39,0.00,1.39,1.18,0.21,0.00,0.21,0.33,0.37,0.01,0.59,0.6,1.11,0.0,1.11,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,6.79,3.68,10.47,1.6
SC,Clarendon County,45027,2015,33.775,13.835,0.000,13.835,2.31,0.0,2.31,19.94,100.0,1.38,100.0,1.99,3.37,0.0,0.0,0.0,3.26,0.00,3.26,11.06,3.15,0.00,3.15,8.57,0.11,0.00,0.11,2.49,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,7.87,0.0,7.87,3.26
SC,Colleton County,45029,2015,37.731,16.871,0.000,16.871,2.07,0.0,2.07,20.86,100.0,1.69,100.0,2.09,3.78,0.0,0.0,0.0,6.17,0.00,6.17,2.96,6.07,0.00,6.07,2.84,0.1,0.00,0.10,0.12,0.05,0.0,0.0,0.0,0.21,0.06,0.27,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,10.59,0.06,10.65,6.17
SC,Darlington County,45031,2015,67.548,58.427,0.000,58.427,6.41,0.0,6.41,9.121,100.0,5.84,100.0,0.91,6.75,4.68,5.43,10.11,3.16,0.00,3.16,7.86,3.06,0.00,3.06,7.37,0.1,0.00,0.10,0.49,0.23,0.0,0.01,0.01,0.0,0.0,0.0,0.0,679.8,679.8,0.00,0.00,6.8,5724.0,0.0,679.8,679.8,0.00,0.00,6.8,5724.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,14.42,686.21,700.63,9.96
SC,Dillon County,45033,2015,31.234,25.334,0.000,25.334,4.56,0.0,4.56,5.9,100.0,2.53,100.0,0.59,3.12,0.0,0.0,0.0,0.89,0.00,0.89,1.42,0.89,0.00,0.89,1.34,0.0,0.00,0.00,0.08,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,6.41,0.0,6.41,0.89
SC,Dorchester County,45035,2015,152.478,11.947,112.746,124.693,1.21,31.83,33.04,27.785,100.0,12.47,100.0,2.78,15.25,1.26,0.0,1.26,0.23,0.00,0.23,2.56,0.16,0.00,0.16,2.06,0.07,0.00,0.07,0.5,0.15,0.0,0.0,0.0,0.48,0.16,0.64,0.44,0.0,0.44,0.00,0.00,0.31,33.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.44,0.0,0.44,0.00,0.00,0.31,33.0,6.55,31.99,38.54,0.54
SC,Edgefield County,45037,2015,26.514,0.066,23.480,23.546,0.01,4.53,4.54,2.968,101.0,2.36,100.0,0.3,2.66,0.0,0.0,0.0,5.25,0.00,5.25,6.76,5.02,0.00,5.02,6.0,0.23,0.00,0.23,0.76,0.12,0.0,0.0,0.0,0.04,0.01,0.05,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.62,9.64,10.26,5.25
SC,Fairfield County,45039,2015,22.747,4.190,12.456,16.646,0.18,1.7,1.88,6.101,100.0,1.66,100.0,0.61,2.27,0.0,0.0,0.0,0.0,0.00,0.0,0.05,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.05,0.08,0.0,0.0,0.0,0.06,0.0,0.06,0.0,606.46,606.46,0.00,0.00,6.06,7115.0,0.0,606.46,606.46,0.00,0.00,6.06,7115.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.85,608.24,609.09,6.06
SC,Florence County,45041,2015,138.9,77.871,12.738,90.609,12.02,3.68,15.7,48.291,100.0,9.06,100.0,4.83,13.89,4.01,16.57,20.58,0.9,0.00,0.9,2.29,0.77,0.00,0.77,1.76,0.13,0.00,0.13,0.53,0.05,0.0,0.0,0.0,0.07,0.02,0.09,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,21.49,20.66,42.15,0.9
SC,Georgetown County,45043,2015,61.298,17.566,40.526,58.092,3.66,5.25,8.91,3.206,100.0,5.81,100.0,0.32,6.13,2.16,36.82,38.98,2.25,0.00,2.25,2.71,0.16,0.00,0.16,0.5,2.09,0.00,2.09,2.21,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.47,292.47,0.00,0.00,4.67,3911.0,0.0,290.3,290.3,0.00,0.00,2.67,1961.0,0.0,2.17,2.17,0.00,0.00,2.0,1950.0,6.3,336.64,342.94,6.92
SC,Greenville County,45045,2015,491.863,0.980,458.307,459.287,0.12,45.75,45.87,32.576,100.0,45.93,100.0,3.26,49.19,0.17,0.0,0.17,0.87,0.00,0.87,3.64,0.15,0.00,0.15,1.62,0.72,0.00,0.72,2.02,0.11,0.0,0.0,0.0,0.15,0.05,0.2,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,3.71,46.77,50.48,0.87
SC,Greenwood County,45047,2015,69.838,0.456,52.066,52.522,0.06,4.79,4.85,17.316,100.0,5.25,100.0,1.73,6.98,0.0,0.0,0.0,0.01,0.00,0.01,0.79,0.01,0.00,0.01,0.18,0.0,0.00,0.00,0.61,0.11,0.0,0.0,0.0,0.03,0.01,0.04,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,1.83,4.91,6.74,0.01
SC,Hampton County,45049,2015,20.049,11.329,0.000,11.329,1.47,0.0,1.47,8.72,100.0,1.13,100.0,0.87,2.0,0.14,0.0,0.14,5.93,0.00,5.93,6.9,5.88,0.00,5.88,6.36,0.05,0.00,0.05,0.54,0.02,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,8.73,0.0,8.73,5.93
SC,Horry County,45051,2015,309.199,45.400,160.610,206.01,5.74,44.39,50.13,103.189,100.0,20.6,100.0,10.32,30.92,0.01,0.0,0.01,3.24,0.00,3.24,12.14,0.51,0.00,0.51,5.59,2.73,0.00,2.73,6.55,0.22,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,17.85,46.17,64.02,3.24
SC,Jasper County,45053,2015,27.824,8.330,0.000,8.33,0.81,26.49,27.3,19.494,100.0,0.83,100.0,1.95,2.78,0.0,0.0,0.0,0.88,0.00,0.88,1.31,0.76,0.00,0.76,0.0,0.12,0.00,0.12,1.31,0.01,0.0,0.0,0.0,0.09,0.03,0.12,0.0,0.0,0.0,0.00,3.93,2.75,5501.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,3.93,2.75,5501.0,3.68,26.58,30.26,3.63
SC,Kershaw County,45055,2015,63.603,14.000,38.110,52.11,0.87,4.46,5.33,11.493,100.0,5.21,100.0,1.15,6.36,0.91,2.12,3.03,0.29,0.00,0.29,1.44,0.22,0.00,0.22,1.14,0.07,0.00,0.07,0.3,0.4,0.0,0.0,0.0,1.24,0.43,1.67,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,4.44,7.43,11.87,0.29
SC,Lancaster County,45057,2015,85.842,0.000,59.933,59.933,0.0,20.99,20.99,25.909,100.0,5.99,100.0,2.59,8.58,0.0,0.01,0.01,0.09,0.00,0.09,0.12,0.0,0.00,0.00,0.0,0.09,0.00,0.09,0.12,0.29,0.0,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,2.68,21.65,24.33,0.09
SC,Laurens County,45059,2015,66.623,0.100,51.378,51.478,0.01,4.9,4.91,15.145,100.0,5.15,100.0,1.51,6.66,0.0,0.0,0.0,0.04,0.00,0.04,0.27,0.0,0.00,0.00,0.0,0.04,0.00,0.04,0.27,0.3,0.0,0.0,0.0,0.14,0.04,0.18,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,1.66,5.28,6.94,0.04
SC,Lee County,45061,2015,17.896,14.300,0.000,14.3,2.54,0.0,2.54,3.596,100.0,1.43,100.0,0.36,1.79,0.0,0.0,0.0,3.68,0.00,3.68,7.59,3.68,0.00,3.68,7.45,0.0,0.00,0.00,0.14,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,6.59,0.16,6.75,3.68
SC,Lexington County,45063,2015,281.833,27.570,120.792,148.362,2.88,49.33,52.21,133.471,100.0,14.84,100.0,13.35,28.19,1.02,25.26,26.28,7.86,0.00,7.86,11.89,7.51,0.00,7.51,10.79,0.35,0.00,0.35,1.1,0.66,0.0,0.0,0.0,1.97,0.0,1.97,0.0,134.55,134.55,0.00,0.00,1.35,940.0,0.0,134.55,134.55,0.00,0.00,1.35,940.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,25.89,210.99,236.88,9.21
SC,McCormick County,45065,2015,9.706,0.000,8.185,8.185,0.0,0.96,0.96,1.521,99.0,0.82,100.0,0.15,0.97,0.0,0.0,0.0,0.23,0.00,0.23,0.28,0.0,0.00,0.00,0.0,0.23,0.00,0.23,0.28,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.15,1.24,1.39,0.23
SC,Marion County,45067,2015,31.747,27.014,0.000,27.014,3.41,0.0,3.41,4.733,99.0,2.7,100.0,0.47,3.17,0.0,0.0,0.0,0.77,0.00,0.77,1.22,0.73,0.00,0.73,1.14,0.04,0.00,0.04,0.08,0.1,0.0,0.0,0.0,0.22,0.08,0.3,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,4.96,0.09,5.05,0.77
SC,Marlboro County,45069,2015,27.494,14.525,4.833,19.358,3.24,0.66,3.9,8.136,100.0,1.94,100.0,0.81,2.75,0.19,16.72,16.91,1.64,0.00,1.64,2.87,1.64,0.00,1.64,2.75,0.0,0.00,0.00,0.12,0.12,0.0,0.0,0.0,0.0,0.48,0.48,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,5.31,18.55,23.86,1.64
SC,Newberry County,45071,2015,38.012,0.080,24.319,24.399,0.02,6.56,6.58,13.613,100.0,2.44,100.0,1.36,3.8,0.0,0.0,0.0,0.64,0.00,0.64,0.98,0.6,0.00,0.60,0.78,0.04,0.00,0.04,0.2,0.6,0.02,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,1.53,7.73,9.26,0.64
SC,Oconee County,45073,2015,75.713,2.036,57.026,59.062,0.24,10.58,10.82,16.651,100.0,5.91,100.0,1.67,7.58,0.0,0.0,0.0,0.42,0.00,0.42,0.81,0.13,0.00,0.13,0.32,0.29,0.00,0.29,0.49,0.67,0.0,4.18,4.18,0.03,0.01,0.04,0.0,2589.73,2589.73,0.00,0.00,25.9,21940.0,0.0,2589.73,2589.73,0.00,0.00,25.9,21940.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,1.94,2605.59,2607.53,26.32
SC,Orangeburg County,45075,2015,89.208,11.900,56.777,68.677,1.32,7.64,8.96,20.531,100.0,6.87,100.0,2.05,8.92,0.84,0.06,0.9,19.87,0.00,19.87,31.5,19.47,0.00,19.47,25.49,0.4,0.00,0.40,6.01,0.64,0.02,0.02,0.04,0.2,0.07,0.27,3.6,0.0,3.6,0.00,0.00,2.52,2200.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,3.6,0.0,3.6,0.00,0.00,2.52,2200.0,22.8,13.53,36.33,22.39
SC,Pickens County,45077,2015,121.691,0.265,102.890,103.155,0.03,32.98,33.01,18.536,100.0,10.32,100.0,1.85,12.17,0.0,1.63,1.63,0.3,0.00,0.3,0.66,0.0,0.00,0.00,0.0,0.3,0.00,0.30,0.66,0.09,0.0,0.0,0.0,0.06,0.02,0.08,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,1.94,35.02,36.96,0.3
SC,Richland County,45079,2015,407.051,5.523,339.080,344.603,1.52,29.92,31.44,62.448,100.0,34.46,100.0,6.24,40.7,1.87,28.53,30.4,0.72,0.00,0.72,1.48,0.0,0.00,0.00,0.0,0.72,0.00,0.72,1.48,0.06,0.04,0.16,0.2,0.47,0.0,0.47,0.0,4.86,4.86,0.00,0.00,3.4,3199.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,4.86,4.86,0.00,0.00,3.4,3199.0,10.29,64.1,74.39,4.12
SC,Saluda County,45081,2015,20.053,0.427,6.271,6.698,0.03,0.0,0.03,13.355,100.0,0.67,100.0,1.34,2.01,0.0,0.0,0.0,5.76,0.00,5.76,4.53,5.76,0.00,5.76,4.45,0.0,0.00,0.00,0.08,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,2.01,5.69,7.7,5.76
SC,Spartanburg County,45083,2015,297.302,1.800,242.118,243.918,0.08,34.64,34.72,53.384,100.0,24.4,100.0,5.34,29.74,0.0,0.0,0.0,0.45,0.00,0.45,1.32,0.0,0.00,0.00,0.0,0.45,0.00,0.45,1.32,0.23,0.0,0.02,0.02,0.12,0.04,0.16,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,5.56,35.36,40.92,0.45
SC,Sumter County,45085,2015,107.48,82.035,0.000,82.035,14.6,0.0,14.6,25.445,100.0,8.2,100.0,2.54,10.74,0.69,0.0,0.69,11.14,0.00,11.14,9.51,10.94,0.00,10.94,8.91,0.2,0.00,0.20,0.6,0.23,0.0,0.0,0.0,0.18,0.06,0.24,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,27.45,1.99,29.44,11.14
SC,Union County,45087,2015,27.777,0.000,25.292,25.292,0.0,2.94,2.94,2.485,101.0,2.53,100.0,0.25,2.78,0.01,0.78,0.79,0.0,0.00,0.0,0.12,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.12,0.08,0.0,0.0,0.0,0.05,0.02,0.07,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.31,3.82,4.13,0.0
SC,Williamsburg County,45089,2015,32.535,14.611,0.000,14.611,3.02,0.0,3.02,17.924,100.0,1.46,100.0,1.79,3.25,1.02,0.0,1.02,0.58,0.00,0.58,0.93,0.58,0.00,0.58,0.8,0.0,0.00,0.00,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,6.52,0.01,6.53,0.58
SC,York County,45091,2015,251.195,8.168,155.268,163.436,0.9,19.73,20.63,87.759,100.0,16.34,100.0,8.78,25.12,0.01,33.57,33.58,0.41,0.00,0.41,1.9,0.01,0.00,0.01,0.72,0.4,0.00,0.40,1.18,0.28,0.0,0.0,0.0,0.14,0.0,0.14,0.0,113.19,113.19,0.00,0.00,79.23,18377.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,0.0,113.19,113.19,0.00,0.00,79.23,18377.0,10.03,166.98,177.01,79.64
SD,Aurora County,46003,2015,2.733,--,--,2.733,0.0,0.19,0.19,0.0,,0.11,40.0,0.0,0.11,0.0,0.0,0.0,0.02,--,0.01,0.02,0.0,--,--,0.0,0.0,--,--,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.32,0.6,0.92,0.01
SD,Beadle County,46005,2015,18.372,--,--,18.372,0.55,1.74,2.29,0.0,,1.37,75.0,0.0,1.37,0.0,1.18,1.18,8.39,--,3.38,15.79,0.0,--,--,0.0,0.0,--,--,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,8.35,4.76,13.11,3.38
SD,Bennett County,46007,2015,3.423,--,--,1.481,0.0,0.17,0.17,1.942,82.0,0.1,68.0,0.16,0.26,0.0,0.0,0.0,8.6,--,2.82,9.04,0.0,--,--,0.0,0.0,--,--,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,9.06,0.61,9.67,2.82
SD,Bon Homme County,46009,2015,6.985,--,--,4.841,0.0,0.56,0.56,2.144,79.0,0.17,35.0,0.17,0.34,0.0,0.33,0.33,6.8,--,4.47,7.89,0.0,--,--,0.0,0.0,--,--,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,4.0,4.48,8.48,4.47
SD,Brookings County,46011,2015,33.897,--,--,27.787,2.77,0.0,2.77,6.11,80.0,1.66,60.0,0.49,2.15,1.13,0.0,1.13,6.65,--,3.25,11.18,0.0,--,--,0.0,0.0,--,--,0.0,1.25,0.0,8.01,8.01,0.16,0.22,0.38,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,11.58,9.1,20.68,3.25
SD,Brown County,46013,2015,38.785,--,--,38.785,1.65,1.82,3.47,0.0,,2.08,54.0,0.0,2.08,7.51,0.0,7.51,2.77,--,1.38,3.06,0.0,--,--,0.0,0.0,--,--,0.0,0.65,0.0,0.0,0.0,0.21,0.0,0.21,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,12.0,2.61,14.61,1.38
SD,Brule County,46015,2015,5.281,--,--,5.281,0.0,0.52,0.52,0.0,,0.15,28.0,0.0,0.15,0.0,0.0,0.0,2.38,--,0.68,1.41,0.0,--,--,0.0,0.0,--,--,0.0,0.87,0.0,0.0,0.0,0.08,0.08,0.16,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,1.23,2.7,3.93,0.68
SD,Buffalo County,46017,2015,2.095,--,--,2.095,0.0,0.1,0.1,0.0,,0.06,29.0,0.0,0.06,0.0,0.0,0.0,8.37,--,1.56,2.92,0.0,--,--,0.0,0.0,--,--,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.98,7.79,8.77,1.56
SD,Butte County,46019,2015,10.283,--,--,6.73,0.52,0.0,0.52,3.553,79.0,0.44,65.0,0.28,0.72,0.0,0.0,0.0,4.54,--,1.91,3.8,0.0,--,--,0.0,0.0,--,--,0.0,0.73,0.0,0.0,0.0,0.02,0.03,0.05,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0.0,--,--,0.0,0.0,1.41,4.71,6.12,1.91
